user_id,sexo,comentario,fecha_nacimiento
334,Mujer,"Me encantan dramas como 'Me Before You', clásicos como 'To Kill a Mockingbird' y misterios como 'The Goldfinch'.",09/10/1988
335,Prefiero no responder,"Disfruto juveniles como 'The Fault in Our Stars', thrillers como 'Gone Girl' y clásicos como 'Romeo and Juliet'.",21/08/1996
336,Hombre,"Prefiero distopías como 'Mockingjay', thrillers como 'The Girl on the Train' y terror como 'The Shining'.",22/01/1993
337,Prefiero no responder,"Me gustan clásicos como 'To Kill a Mockingbird', distopías como 'Nineteen Eighty-Four' y memorias como 'Het Achterhuis'.",21/10/1976
338,Hombre,"Disfruto clásicos como 'The Great Gatsby', thrillers como 'Angels & Demons' y reflexiones como 'The Catcher in the Rye'.",15/04/1990
339,Hombre,"Amo clásicos como 'To Kill a Mockingbird', distopías como 'Nineteen Eighty-Four' y dramas como 'The Kite Runner'.",11/02/1985
340,Prefiero no responder,"Me encantan clásicos como 'Of Mice and Men', fantasías como 'The Hobbit' y thrillers como 'The Da Vinci Code'.",05/12/1979
341,Hombre,"Disfruto aventuras como 'Harry Potter', distopías como 'Divergent' y dramas como 'The Kite Runner'.",27/07/2002
342,Prefiero no responder,"Prefiero fantasías como 'The Hobbit', clásicos como 'The Great Gatsby' y dramas como 'The Kite Runner'.",07/01/1992
343,Hombre,"Me gustan distopías como 'The Hunger Games', clásicos como 'The Great Gatsby' y thrillers como 'Angels & Demons'.",14/04/1999
344,Prefiero no responder,"Disfruto fantasías como 'The Hobbit', clásicos como 'The Catcher in the Rye' y distopías como 'Nineteen Eighty-Four'.",22/05/1986
345,Mujer,"Amo aventuras como 'Harry Potter', dramas como 'The Kite Runner' y sátiras como 'Animal Farm'.",23/03/1995
346,Mujer,"Me encantan distopías como 'The Hunger Games', juveniles como 'The Fault in Our Stars' y thrillers como 'Gone Girl'.",25/05/2000
347,Hombre,"Disfruto fantasías como 'The Hobbit', sátiras como 'Animal Farm' y reflexiones como 'The Catcher in the Rye'.",05/06/1978
348,Mujer,"Prefiero distopías como 'Divergent', juveniles como 'The Fault in Our Stars' y aventuras como 'Harry Potter'.",25/09/1997
349,Hombre,"Me gustan clásicos como 'The Great Gatsby', fantasías como 'The Hobbit' y thrillers como 'Angels & Demons'.",22/04/1984
350,Prefiero no responder,"Disfruto distopías como 'The Hunger Games', juveniles como 'The Fault in Our Stars' y memorias como 'Het Achterhuis'.",05/02/2001
351,Mujer,"Amo thrillers como 'Gone Girl', dramas como 'The Help' y aventuras como 'Harry Potter'.",02/07/1989
352,Hombre,"Me encantan distopías como 'The Hunger Games', fantasías como 'The Hobbit' y juveniles como 'The Fault in Our Stars'.",11/12/2003
353,Mujer,"Disfruto distopías como 'The Hunger Games', romances como 'Twilight' y fantasías como 'A Game of Thrones'.",23/09/2005
354,Prefiero no responder,"Prefiero aventuras como 'Harry Potter', clásicos como 'Pride and Prejudice' y distopías como 'Nineteen Eighty-Four'.",18/11/1991
355,Hombre,"Me gustan distopías como 'Nineteen Eighty-Four', fantasías como 'The Fellowship of the Ring' y thrillers como 'The Da Vinci Code'.",22/01/1974
356,Prefiero no responder,"Disfruto romances como 'Twilight', fantasías como 'The Hobbit' y clásicos como 'To Kill a Mockingbird'.",15/11/1998
357,Hombre,"Amo clásicos como 'The Great Gatsby', distopías como 'Nineteen Eighty-Four' y fantasías como 'The Hobbit'.",22/10/1977
358,Mujer,"Me encantan romances como 'Twilight', clásicos como 'The Great Gatsby' y dramas como 'The Kite Runner'.",28/07/2000
359,Hombre,"Disfruto distopías como 'The Hunger Games', thrillers como 'Gone Girl' y ciencia ficción como 'Slaughterhouse-Five'.",13/01/1996
360,Mujer,"Prefiero distopías como 'The Hunger Games', romances como 'Twilight' y thrillers como 'Män som hatar kvinnor'.",27/11/2002
361,Prefiero no responder,"Me gustan clásicos como 'To Kill a Mockingbird', fantasías como 'The Hobbit' y memorias como 'Het Achterhuis'.",06/12/1981
362,Mujer,"Disfruto distopías como 'The Hunger Games', romances como 'Twilight' y clásicos como 'Pride and Prejudice'.",20/07/2004
363,Prefiero no responder,"Amo distopías como 'The Hunger Games', clásicos como 'The Great Gatsby' y dramas como 'The Kite Runner'.",03/12/1999
364,Hombre,"Me encantan thrillers como 'Angels & Demons', distopías como 'Divergent' y reflexiones como 'The Catcher in the Rye'.",04/04/1992
365,Mujer,"Disfruto juveniles como 'The Fault in Our Stars', thrillers como 'Gone Girl' y fantasías como 'A Game of Thrones'.",19/02/1995
366,Prefiero no responder,"Prefiero fantasías como 'The Hobbit', clásicos como 'The Great Gatsby' y reflexiones como 'The Catcher in the Rye'.",26/01/1990
367,Mujer,"Me gustan clásicos como 'Jane Eyre', dramas como 'Middlesex' y ciencia ficción como 'Dune'.",19/06/1979
368,Hombre,"Disfruto distopías como 'The Hunger Games', romances como 'Twilight' y memorias como 'Het Achterhuis'.",19/08/2001
369,Prefiero no responder,"Amo clásicos como 'To Kill a Mockingbird', fantasías como 'The Hobbit' y sátiras como 'Animal Farm'.",28/06/1976
370,Hombre,Me encantan aventuras como 'Harry Potter' y thrillers como 'Angels & Demons'.,27/04/1994
371,Mujer,"Disfruto sátiras como 'Animal Farm', memorias como 'Eat, Pray, Love' y clásicos como 'Charlotte's Web'.",20/11/1983
372,Prefiero no responder,"Prefiero romances como 'Twilight', fantasías como 'The Hobbit' y clásicos como 'To Kill a Mockingbird'.",15/03/2005
373,Hombre,"Me gustan distopías como 'Divergent', reflexiones como 'Lord of the Flies' y thrillers como 'The Girl on the Train'.",16/10/1997
374,Prefiero no responder,"Disfruto distopías como 'The Hunger Games', juveniles como 'The Fault in Our Stars' y fantasías como 'The Hobbit'.",12/02/2000
375,Hombre,"Amo distopías como 'The Hunger Games', clásicos como 'The Great Gatsby' y fantasías como 'The Hobbit'.",07/02/2003
376,Prefiero no responder,"Me encantan clásicos como 'The Great Gatsby', distopías como 'Nineteen Eighty-Four' y reflexiones como 'The Catcher in the Rye'.",24/01/1978
377,Mujer,"Disfruto distopías como 'Divergent', dramas como 'The Kite Runner' y narrativas como 'The Lovely Bones'.",22/10/1995
378,Hombre,"Prefiero aventuras como 'Harry Potter', clásicos como 'The Great Gatsby' y reflexiones como 'The Catcher in the Rye'.",01/06/1991
379,Mujer,"Me gustan aventuras como 'Harry Potter', clásicos como 'Pride and Prejudice' y fantasías como 'The Hobbit'.",17/06/1986
380,Hombre,"Disfruto clásicos como 'The Great Gatsby', fantasías como 'The Hobbit' y aventuras como 'Harry Potter'.",05/04/1980
381,Prefiero no responder,"Amo romances como 'Twilight', fantasías como 'The Fellowship of the Ring' y thrillers como 'Angels & Demons'.",23/07/1998
382,Hombre,"Me encantan distopías como 'The Hunger Games', thrillers como 'Män som hatar kvinnor' y aventuras como 'Harry Potter'.",23/01/1996
383,Mujer,"Disfruto romances como 'Twilight', fantasías como 'The Hobbit' y clásicos como 'Pride and Prejudice'.",17/03/2002
384,Prefiero no responder,"Prefiero distopías como 'The Hunger Games', thrillers como 'Angels & Demons' y dramas como 'The Kite Runner'.",16/10/1999
385,Mujer,"Me gustan distopías como 'The Hunger Games', romances como 'Twilight' y clásicos como 'The Great Gatsby'.",14/05/2005
386,Hombre,"Disfruto aventuras como 'Harry Potter', clásicos como 'Pride and Prejudice' y sátiras como 'Animal Farm'.",26/08/1988
387,Mujer,"Amo distopías como 'The Hunger Games', juveniles como 'The Fault in Our Stars' y clásicos como 'The Great Gatsby'.",21/11/2001
388,Prefiero no responder,"Me encantan distopías como 'The Hunger Games', juveniles como 'The Fault in Our Stars' y clásicos como 'Pride and Prejudice'.",12/11/1997
389,Hombre,"Disfruto distopías como 'The Hunger Games', clásicos como 'The Great Gatsby' y reflexiones como 'The Catcher in the Rye'.",26/07/2004
390,Mujer,"Prefiero thrillers como 'The Girl on the Train', distopías como 'Nineteen Eighty-Four' y romances como 'Outlander'.",28/06/1990
391,Mujer,"Me gustan dramas como 'The Kite Runner', thrillers como 'The Girl on the Train' y narrativas como 'The Book Thief'.",24/10/1993
392,Prefiero no responder,"Disfruto juveniles como 'The Fault in Our Stars', thrillers como 'Gone Girl' y dramas como 'The Kite Runner'.",14/05/1998
393,Hombre,"Amo fantasías como 'The Hobbit', clásicos como 'The Great Gatsby' y reflexiones como 'The Catcher in the Rye'.",09/07/1992
394,Prefiero no responder,"Me encantan distopías como 'The Hunger Games', clásicos como 'The Catcher in the Rye' y sátiras como 'Animal Farm'.",06/10/1985
395,Mujer,"Disfruto aventuras como 'Harry Potter', clásicos como 'Pride and Prejudice' y thrillers como 'Angels & Demons'.",11/07/1989
396,Mujer,"Prefiero romances como 'Twilight', distopías como 'Catching Fire' y dramas como 'The Kite Runner'.",09/02/2000
397,Hombre,"Me gustan distopías como 'The Hunger Games', romances como 'Twilight' y fantasías como 'The Hobbit'.",04/05/2003
398,Prefiero no responder,"Disfruto clásicos como 'The Great Gatsby', fantasías como 'The Hobbit' y reflexiones como 'The Catcher in the Rye'.",25/08/1991
399,Mujer,"Amo clásicos como 'Romeo and Juliet', dramas como 'The Secret Life of Bees' y reflexiones como 'Fahrenheit 451'.",03/03/1977
400,Prefiero no responder,"Me encantan distopías como 'The Hunger Games', romances como 'Twilight' y clásicos como 'The Great Gatsby'.",27/01/2005
401,Hombre,"Me gustan fantasías como 'Harry Potter' y 'The Hobbit', además de thrillers como 'Angels & Demons' y distopías como 'Catching Fire'.",12/02/1991
402,Mujer,"Disfruto clásicos como 'Pride and Prejudice', reflexiones como 'The Catcher in the Rye' y distopías como 'Nineteen Eighty-Four'.",15/11/1983
403,Prefiero no responder,"Amo distopías como 'The Hunger Games', romances como 'Twilight' y clásicos como 'The Great Gatsby'.",27/06/2000
404,Prefiero no responder,"Me encantan distopías como 'Nineteen Eighty-Four', clásicos como 'Wuthering Heights' y ciencia ficción como 'Frankenstein'.",05/09/1977
405,Mujer,"Prefiero thrillers como 'Gone Girl' y 'The Girl on the Train', además de aventuras como 'Life of Pi'.",04/06/1996
406,Hombre,"Disfruto distopías como 'The Hunger Games', aventuras como 'Harry Potter' y thrillers como 'Angels & Demons'.",07/06/1998
407,Mujer,"Me gustan distopías como 'The Hunger Games', romances como 'Twilight' y thrillers como 'Män som hatar kvinnor'.",15/02/2002
408,Hombre,"Amo aventuras como 'Harry Potter', desde 'Philosopher's Stone' hasta 'Order of the Phoenix'.",13/01/1989
409,Mujer,"Disfruto juveniles como 'The Fault in Our Stars', distopías como 'Divergent' y thrillers como 'Gone Girl'.",08/02/2000
410,Prefiero no responder,"Me encantan clásicos como 'The Great Gatsby', distopías como 'Nineteen Eighty-Four' y thrillers como 'Gone Girl'.",10/11/1995
411,Hombre,"Prefiero clásicos como 'The Great Gatsby', fantasías como 'The Hobbit' y distopías como 'Animal Farm'.",09/08/1980
412,Mujer,"Disfruto clásicos como 'Pride and Prejudice', reflexiones como 'The Catcher in the Rye' y dramas como 'To Kill a Mockingbird'.",21/09/1986
413,Mujer,"Me gustan romances como 'Twilight', clásicos como 'Pride and Prejudice' y reflexiones como 'The Catcher in the Rye'.",05/11/2003
414,Mujer,"Amo thrillers como 'Gone Girl' y 'The Girl on the Train', además de dramas como 'The Goldfinch'.",18/10/1990
415,Mujer,"Prefiero romances como 'Twilight', dramas como 'The Book Thief' y aventuras como 'Life of Pi'.",26/03/1984
416,Prefiero no responder,"Disfruto distopías como 'The Hunger Games', juveniles como 'The Fault in Our Stars' y thrillers como 'Män som hatar kvinnor'.",24/09/2001
417,Hombre,"Me encantan distopías como 'The Hunger Games', clásicos como 'The Great Gatsby' y juveniles como 'The Fault in Our Stars'.",22/12/2005
418,Mujer,"Amo clásicos como 'Gone with the Wind', reflexiones como 'The Catcher in the Rye' y aventuras como 'Life of Pi'.",13/11/1978
419,Mujer,"Disfruto distopías como 'The Hunger Games', clásicos como 'Pride and Prejudice' y memorias como 'Het Achterhuis'.",15/02/1997
420,Prefiero no responder,"Me gustan clásicos como 'To Kill a Mockingbird', fantasías como 'The Hobbit' y dramas como 'The Kite Runner'.",06/01/1982
421,Mujer,"Prefiero aventuras como 'Harry Potter', clásicos como 'Pride and Prejudice' y thrillers como 'Angels & Demons'.",02/06/1992
422,Hombre,"Disfruto fantasías como 'The Hobbit', clásicos como 'The Great Gatsby' y thrillers como 'Angels & Demons'.",03/04/1988
423,Prefiero no responder,"Me encantan clásicos como 'The Great Gatsby', thrillers como 'Män som hatar kvinnor' y dramas como 'The Lovely Bones'.",03/01/1994
424,Mujer,"Amo clásicos como 'Pride and Prejudice', juveniles como 'The Fault in Our Stars' y reflexiones como 'The Catcher in the Rye'.",25/12/1999
425,Hombre,"Disfruto distopías como 'The Hunger Games', clásicos como 'The Great Gatsby' y fantasías como 'The Hobbit'.",14/11/2002
426,Mujer,"Me gustan distopías como 'The Hunger Games', thrillers como 'Gone Girl' y suspense como 'Män som hatar kvinnor'.",16/01/1996
427,Hombre,"Prefiero thrillers como 'Angels & Demons', distopías como 'Nineteen Eighty-Four' y dramas como 'The Kite Runner'.",19/07/1993
428,Mujer,"Disfruto romances como 'Twilight', memorias como 'Het Achterhuis' y narrativas como 'Eat, Pray, Love'.",16/01/1998
429,Prefiero no responder,"Me encantan distopías como 'The Hunger Games', romances como 'Twilight' y thrillers como 'The Da Vinci Code'.",03/10/2000
430,Hombre,"Amo distopías como 'The Hunger Games', clásicos como 'The Great Gatsby' y juveniles como 'The Fault in Our Stars'.",07/11/2004
431,Mujer,"Disfruto distopías como 'The Hunger Games', romances como 'Twilight' y clásicos como 'The Great Gatsby'.",24/01/2005
432,Hombre,"Me gustan distopías como 'The Hunger Games', juveniles como 'The Fault in Our Stars' y clásicos como 'The Great Gatsby'.",15/05/2001
433,Prefiero no responder,"Prefiero distopías como 'The Hunger Games', romances como 'Twilight' y juveniles como 'The Fault in Our Stars'.",28/05/2003
434,Mujer,"Disfruto distopías como 'The Hunger Games', thrillers como 'Gone Girl' y dramas como 'The Help'.",24/07/1997
435,Prefiero no responder,"Me encantan aventuras como 'Harry Potter', thrillers como 'Gone Girl' y memorias como 'Eat, Pray, Love'.",09/01/1990
436,Hombre,"Amo distopías como 'The Hunger Games', reflexiones como 'Lord of the Flies' y fantasías como 'A Game of Thrones'.",01/06/1995
437,Prefiero no responder,"Disfruto clásicos como 'The Great Gatsby', thrillers como 'Angels & Demons' y memorias como 'Het Achterhuis'.",25/01/1979
438,Hombre,"Me gustan aventuras como 'Harry Potter', desde 'Philosopher's Stone' hasta 'Order of the Phoenix'.",01/03/1992
439,Hombre,"Prefiero distopías como 'The Hunger Games', clásicos como 'The Great Gatsby' y thrillers como 'Angels & Demons'.",09/08/1999
440,Prefiero no responder,"Disfruto clásicos como 'The Great Gatsby', fantasías como 'The Hobbit' y thrillers como 'Angels & Demons'.",27/12/1985
441,Mujer,"Me encantan romances como 'Twilight', clásicos como 'Pride and Prejudice' y reflexiones como 'The Catcher in the Rye'.",13/04/2002
442,Hombre,"Amo distopías como 'Divergent', juveniles como 'The Fault in Our Stars' y thrillers como 'Gone Girl'.",08/12/1998
443,Mujer,"Disfruto clásicos como 'To Kill a Mockingbird', thrillers como 'Gone Girl' y memorias como 'Eat, Pray, Love'.",20/06/1991
444,Mujer,"Me gustan clásicos como 'Pride and Prejudice', reflexiones como 'Lord of the Flies' y tragedias como 'Romeo and Juliet'.",12/04/1981
445,Prefiero no responder,"Prefiero distopías como 'The Hunger Games', dramas como 'The Kite Runner' y thrillers como 'Gone Girl'.",19/05/1996
446,Hombre,"Disfruto distopías como 'The Hunger Games', romances como 'Twilight' y fantasías como 'The Hobbit'.",14/09/2005
447,Prefiero no responder,"Me encantan distopías como 'The Hunger Games', clásicos como 'The Great Gatsby' y thrillers como 'Angels & Demons'.",20/05/2000
448,Hombre,"Amo distopías como 'The Hunger Games', clásicos como 'The Great Gatsby' y sátiras como 'Animal Farm'.",18/11/1997
449,Prefiero no responder,"Disfruto fantasías como 'The Hobbit', clásicos como 'The Great Gatsby' y reflexiones como 'The Catcher in the Rye'.",07/01/1989
450,Hombre,"Me gustan distopías como 'The Hunger Games', clásicos como 'The Great Gatsby' y fantasías como 'The Hobbit'.",28/03/2001
451,Mujer,"Prefiero aventuras como 'Harry Potter', romances como 'Twilight' y dramas como 'The Kite Runner'.",17/08/2003
452,Mujer,"Disfruto clásicos como 'Pride and Prejudice', reflexiones como 'The Catcher in the Rye' y distopías como 'Nineteen Eighty-Four'.",26/02/1984
453,Hombre,"Me encantan clásicos como 'The Great Gatsby', fantasías como 'The Hobbit' y distopías como 'Nineteen Eighty-Four'.",23/10/1986
454,Prefiero no responder,"Amo clásicos como 'The Great Gatsby', reflexiones como 'The Catcher in the Rye' y distopías como 'Nineteen Eighty-Four'.",27/04/1990
455,Hombre,"Disfruto aventuras como 'Harry Potter', clásicos como 'The Great Gatsby' y thrillers como 'Angels & Demons'.",18/08/1995
456,Mujer,"Me gustan aventuras como 'Harry Potter', distopías como 'The Giver' y reflexiones como 'Fahrenheit 451'.",25/08/1993
457,Hombre,"Prefiero distopías como 'The Hunger Games', dramas como 'The Kite Runner' y aventuras como 'Harry Potter'.",27/04/1998
458,Prefiero no responder,"Disfruto fantasías como 'The Hobbit', clásicos como 'The Great Gatsby' y reflexiones como 'The Catcher in the Rye'.",15/11/1987
459,Mujer,"Me encantan distopías como 'The Hunger Games', romances como 'Twilight' y clásicos como 'The Great Gatsby'.",07/03/2002
460,Hombre,"Amo distopías como 'The Hunger Games', juveniles como 'The Fault in Our Stars' y dramas como 'The Kite Runner'.",12/10/2000
461,Prefiero no responder,"Disfruto distopías como 'The Hunger Games', juveniles como 'The Fault in Our Stars' y clásicos como 'The Great Gatsby'.",27/06/2004
462,Mujer,"Me gustan romances como 'Twilight', fantasías como 'The Hobbit' y distopías como 'Animal Farm'.",17/02/1981
463,Hombre,"Prefiero fantasías como 'The Hobbit', clásicos como 'The Great Gatsby' y reflexiones como 'The Catcher in the Rye'.",12/12/1988
464,Prefiero no responder,"Disfruto distopías como 'Nineteen Eighty-Four', reflexiones como 'The Catcher in the Rye' y thrillers como 'The Da Vinci Code'.",09/03/1980
465,Hombre,"Me encantan clásicos como 'To Kill a Mockingbird', fantasías como 'The Fellowship of the Ring' y reflexiones como 'Lord of the Flies'.",01/03/1994
466,Mujer,"Amo distopías como 'The Hunger Games', thrillers como 'Gone Girl' y juveniles como 'The Perks of Being a Wallflower'.",11/09/1999
467,Prefiero no responder,"Disfruto distopías como 'The Hunger Games', fantasías como 'The Hobbit' y thrillers como 'Män som hatar kvinnor'.",28/08/1996
468,Mujer,"Me gustan clásicos como 'Pride and Prejudice', reflexiones como 'The Catcher in the Rye' y distopías como 'The Hunger Games'.",04/04/1985
469,Prefiero no responder,"Prefiero aventuras como 'Harry Potter', distopías como 'Divergent' y thrillers como 'Gone Girl'.",22/06/1997
470,Hombre,"Disfruto distopías como 'The Hunger Games', juveniles como 'The Fault in Our Stars' y thrillers como 'Män som hatar kvinnor'.",04/12/2001
471,Mujer,"Me encantan distopías como 'The Hunger Games', juveniles como 'The Fault in Our Stars' y thrillers como 'Gone Girl'.",20/03/1998
472,Mujer,"Amo romances como 'Twilight', reflexiones como 'O Alquimista' y narrativas como 'The Time Traveler's Wife'.",27/09/1992
473,Mujer,"Disfruto romances como 'Twilight', clásicos como 'Pride and Prejudice' y thrillers como 'Angels & Demons'.",24/09/2003
474,Mujer,"Me gustan thrillers como 'The Girl on the Train', juveniles como 'Looking for Alaska' y distopías como 'The Handmaid's Tale'.",15/08/1995
475,Hombre,"Prefiero clásicos como 'The Great Gatsby', reflexiones como 'The Catcher in the Rye' y distopías como 'Nineteen Eighty-Four'.",24/10/1979
476,Prefiero no responder,"Disfruto aventuras como 'Harry Potter', juveniles como 'The Fault in Our Stars' y fantasías como 'The Hobbit'.",14/07/2005
477,Hombre,"Me encantan distopías como 'The Hunger Games', clásicos como 'The Great Gatsby' y memorias como 'Het Achterhuis'.",19/08/2000
478,Mujer,"Amo distopías como 'The Hunger Games', aventuras como 'Harry Potter' y thrillers como 'The Girl on the Train'.",24/07/1997
479,Hombre,"Disfruto fantasías como 'The Hobbit', clásicos como 'The Great Gatsby' y reflexiones como 'The Catcher in the Rye'.",27/02/1986
480,Mujer,"Me gustan distopías como 'The Hunger Games', romances como 'Twilight' y clásicos como 'The Great Gatsby'.",11/11/2004
481,Prefiero no responder,"Prefiero sátiras como 'Animal Farm', poesía como 'Where the Sidewalk Ends' y fantasías como 'Northern Lights'.",26/01/1991
482,Hombre,"Disfruto ciencia ficción como 'Dune', humor como 'The Hitchhiker's Guide' y ensayos como 'Freakonomics'.",01/12/1983
483,Hombre,"Me encantan distopías como 'The Hunger Games', clásicos como 'The Great Gatsby' y reflexiones como 'The Catcher in the Rye'.",28/12/2005
484,Mujer,"Amo romances como 'Twilight', clásicos como 'The Great Gatsby' y dramas como 'The Lovely Bones'.",18/06/1999
485,Prefiero no responder,"Disfruto fantasías como 'The Hobbit', clásicos como 'The Great Gatsby' y reflexiones como 'The Catcher in the Rye'.",03/11/1990
486,Hombre,"Me gustan clásicos como 'The Great Gatsby', reflexiones como 'The Catcher in the Rye' y distopías como 'Nineteen Eighty-Four'.",05/05/1978
487,Mujer,"Prefiero distopías como 'The Hunger Games', romances como 'Twilight' y clásicos como 'The Great Gatsby'.",06/04/2002
488,Mujer,"Disfruto fantasías como 'The Hobbit', clásicos como 'Pride and Prejudice' y reflexiones como 'The Catcher in the Rye'.",23/03/1987
489,Hombre,"Me encantan distopías como 'The Hunger Games', clásicos como 'The Great Gatsby' y reflexiones como 'The Catcher in the Rye'.",24/08/2001
490,Prefiero no responder,"Amo fantasías como 'The Hobbit', clásicos como 'The Great Gatsby' y reflexiones como 'The Catcher in the Rye'.",28/05/1989
491,Hombre,"Disfruto clásicos como 'The Great Gatsby', fantasías como 'The Hobbit' y dramas como 'The Kite Runner'.",12/10/1984
492,Mujer,"Me gustan thrillers como 'The Girl on the Train', romances como 'Me Before You' y dramas como 'The Goldfinch'.",27/05/1996
493,Mujer,"Prefiero distopías como 'The Hunger Games', romances como 'Twilight' y clásicos como 'Pride and Prejudice'.",16/07/2003
494,Prefiero no responder,"Disfruto aventuras como 'Harry Potter', juveniles como 'The Fault in Our Stars' y reflexiones como 'The Catcher in the Rye'.",07/12/2000
495,Mujer,"Me encantan clásicos como 'Pride and Prejudice', aventuras como 'Harry Potter' y reflexiones como 'The Catcher in the Rye'.",04/05/1988
496,Mujer,Amo romances como toda la saga 'Twilight' y 'Fifty Shades Freed'.,22/08/2005
497,Hombre,"Disfruto clásicos como 'The Great Gatsby', reflexiones como 'The Catcher in the Rye' y distopías como 'Nineteen Eighty-Four'.",04/06/1980
498,Mujer,"Me gustan clásicos como 'Pride and Prejudice', fantasías como 'The Hobbit' y reflexiones como 'The Catcher in the Rye'.",06/07/1986
499,Hombre,"Prefiero fantasías como 'The Hobbit', clásicos como 'The Great Gatsby' y dramas como 'The Kite Runner'.",09/07/1997
500,Mujer,"Disfruto aventuras como 'Harry Potter', romances como 'Twilight' y clásicos como 'The Great Gatsby'.",09/02/2004
